ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:b86c8c9b-57f3-5da4-8be2-cc5ae9195176";"Réforme agraire: Colonisation et coopératives agricoles 2004/2";"The second volume of Land Reform, Land Settlement and Cooperatives for 2004 comprises eight articles that examine a range of areas central to land tenure activity. They provide a stimulating and, in some cases, critical set of perspectives on how best to tackle some of these issues.";"Economic and Social Development Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2004-12";"es;en;fr";"property rights;land governance;land tenure;land rights;private ownership;forest conservation;land reform;land ownership";"Land, Climate change & Environment;Forest Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"AGO;EGY;MWI;BFA;NAM;GNB;002;BOL;CIV;COG;019;DJI;GIN;ETH;PAK;COL;IDN;CYP;ZAF;LSO;UGA;MDG;ITA;MEX;BRA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/b86c8c9b-57f3-5da4-8be2-cc5ae9195176";"http://www.fao.org/3/a-y5639t.pdf";"http://www.fao.org/documents/contents/56c5b388-f85d-580e-b9a9-7cd587f7a80c_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"118"
"FAODOCREP:95351d2f-1203-4bd2-95c0-bedb6402e386";"Gender, Youth and Education";"Meeting Name: North American Forest Commission
Meeting symbol/code: FO:NAFC/2016/7
Session: Sess. 28";"Paola Giondini (FOE)
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"en";"sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"MEX";"Reports & Research";"http://www.fao.org/documents/card/en/c/95351d2f-1203-4bd2-95c0-bedb6402e386";"http://www.fao.org/3/a-mp324e.pdf";"http://www.fao.org/documents/contents/8974f891-2ed5-4516-9287-639b306361d0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:b90b4948-9114-515f-a389-34a738d759ca";"Fighting Poverty and Hunger";"Towns and cities are growing rapidly in developing countries. This process is often accompanied by high levels of poverty and hunger, leading many urban dwellers to engage in farming activities to help satisfy their food needs. Policy makers need to recognize this reality and actively seize the opportunities offered by urban agriculture.";"Office of Assistant Director-General (Economic and Social Department)
Economic and Social Development Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2010-12";"en";"land use;urban areas;suburban agriculture";"Urban Tenure";"Land Use, Management & Investment";"NPL;PAK;BGD;NGA;NIC;ALB;GTM;MDG;IDN;BGR;GHA;ECU;MWI;ITA;PAN";"Reports & Research";"http://www.fao.org/documents/card/en/c/b90b4948-9114-515f-a389-34a738d759ca";"http://www.fao.org/3/a-al377e.pdf";"http://www.fao.org/documents/contents/ef9a819e-29a4-50a6-931c-7709613dc4fe_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:e58d4836-ecb5-4cdd-ac0b-9d4a08f7e3fe";"Processus Politiques Mondiaux";"Meeting Name: African Forestry and Wildlife Commission
Meeting symbol/code: FO:AFWC/2016/2
Session: Sess.20";"Paola Giondini (FOE)
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"fr";"sustainable land management;forest land;forestry policies";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"KEN;002";"Reports & Research";"http://www.fao.org/documents/card/en/c/e58d4836-ecb5-4cdd-ac0b-9d4a08f7e3fe";"http://www.fao.org/3/a-mp512f.pdf";"http://www.fao.org/documents/contents/46931c95-ca56-445d-a59c-06fb602956e8_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"5"
"FAODOCREP:beb216e1-ca45-40c6-8214-e14a0df68a88";"Report of the Seventh Session of the Intergovernmental Technical Working Group on Plant Genetic Resources for Food and Agriculture";"Meeting Name: Commission on Genetic Resources for Food and Agriculture (CGRFA)
Meeting symbol/code: CGRFA-15/15/14
Session: Sess. 15";"Forte Giuseppe";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"en";"natural resources management";"";"Land Use, Management & Investment";"DZA;EGY;BEN;ESP;LKA;GUY;PAK;CAF;KEN;PHL;ZAF;HUN;JPN;POL;ITA;ECU;TTO;KHM;ARG;PRY;TUR;NLD";"Reports & Research";"http://www.fao.org/documents/card/en/c/beb216e1-ca45-40c6-8214-e14a0df68a88";"http://www.fao.org/3/a-as647e.pdf";"http://www.fao.org/documents/contents/ece15f6f-c718-41c5-94ae-ac9c282ea6df_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"21"
"FAODOCREP:d9e96aa3-fad8-48d4-85cf-074ca2e6b7e2";"Ordre du jour provisoire";"Meeting Name: African Forestry and Wildlife Commission
Meeting symbol/code: FO:AFWC/2016/1 Rev.1 
Session: Sess. 20";"Forestry Department
Soalandy Rakotondramanga";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"fr";"sustainable land management;forest land;forestry policies";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"KEN;002";"Reports & Research";"http://www.fao.org/documents/card/en/c/d9e96aa3-fad8-48d4-85cf-074ca2e6b7e2";"http://www.fao.org/3/a-mp505f.pdf";"http://www.fao.org/documents/contents/617516ba-dd5a-4c48-ada4-b9d09db7095c_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:990dd6c2-0bea-4b17-bd27-afaa71c22e74";"La séquestration du carbone dans le sol pour une meilleure gestion des terres";"";"Robert, M.
Veiga";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2001-12";"fr";"land management";"";"Land Use, Management & Investment";"FRA;BGD;ESP;MLI;PAK;AUS;CAN;VEN;CRI;NER;COL;PAN;LAO;MDG;URY;NLD;PRY;BRA";"Reports & Research";"http://www.fao.org/documents/card/en/c/990dd6c2-0bea-4b17-bd27-afaa71c22e74";"http://www.fao.org/3/a-bl001f.pdf";"http://www.fao.org/documents/contents/04b530c7-ef06-4aab-adb8-3d650fcc5e9f_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"75"
"FAODOCREP:b5334c94-4f00-5aa7-b1de-dfd154fdb529";"Regional Reviews and National Management Reports - Fourth Workshop on the Assessment and Management of Shrimp and Groundfish Fisheries on the Brazil-Guianas Shelf, Cumaná, Venezuela, 2-13 October 2000";"This document assembles three reviews of the marine shrimp and groundfish fisheries of the Brazil-Guianas shelf (northern Brazil, French Guiana, Guyana, Suriname, Trinidad and Tobago and eastern Venezuela) and one on environmental aspects of the area. The resources reviews are based on technical reports prepared prior to and during the Workshop in Cumaná, Venezuela and during previous meetings of the stock assessment experts of the WECAFC Ad Hoc Working Group on Shrimp and Groundfish Resources in the Brazil-Guianas Shelf.  The document also contains ten Management Reports, prepared by fishery scientists for presentation at the “Meeting of Fisheries Managers and Ministers of the WECAFC Ad Hoc Working Group on Shrimp and Groundfish Resources in the Brazil-Guianas Shelf”, held in Port of Spain, Trinidad and Tobago, from 26-29 March 2001.  These Management Reports are the culmination of stock assessment work carried out since the establishment of the WECAFC Ad Hoc Working Group on Shrimp and Groundfish Resources in the Brazil-Guianas Shelf in 1988, in particular in the four Workshops sponsored by CFRAMP and FAO and WECAFC and funded by CIDA, DANIDA (GCP/INT/575/DEN) and Norway (GCP/INT/648/NOR). Each report contains a number of recommendations for fisheries management, further research and international co-operation in data collection and assessments.  Annex 2 contains a list of references on shrimp and groundfish species and environmental issues of the area, used in the various Workshops. This list was updated as far as published FAO documents are concerned.";"FAO/Western Central Atlantic Fishery Commission 
Fisheries and Aquaculture Department
Fishery and Aquaculture Economics and Policy Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2001-12";"en";"fisheries;natural resources management";"";"Land Use, Management & Investment";"BRA;ESP;ITA;TTO;SUR;VEN;019;GUY;NOR";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/b5334c94-4f00-5aa7-b1de-dfd154fdb529";"http://www.fao.org/3/a-y1715e.HTM";"http://www.fao.org/documents/contents/0e44c1e5-b29f-567b-8e4a-6f03de6bdf76_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"152"
"FAODOCREP:e1c06591-8b54-45bc-aaff-c3ff92e7e18f";"ДОКЛАД О РАБОТЕ ПЕРВОЙ СЕССИИ СПЕЦИАЛЬНОЙ МЕЖПРАВИТЕЛЬСТВЕННОЙ ТЕХНИЧЕСКОЙ РАБОЧЕЙ ГРУППЫ ПО ВОДНЫМ ГЕНЕТИЧЕСКИМ РЕСУРСАМ ДЛЯ ПРОИЗВОДСТВА ПРОДОВОЛЬСТВИЯ И ВЕДЕНИЯ  СЕЛЬСКОГО ХОЗЯЙСТВА";"Meeting Name: Commission on Genetic Resources for Food and Agriculture (CGRFA)
Meeting symbol/code: CGRFA-16/17/10
Session: Sess.16";" Natural Resources and Environment Dept.
Fumasoli, Giona (CPAM)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"ru";"natural resources management";"";"Land Use, Management & Investment";"BRA;BGD;OMN;SAU;ITA";"Reports & Research";"http://www.fao.org/documents/card/en/c/e1c06591-8b54-45bc-aaff-c3ff92e7e18f";"http://www.fao.org/3/a-mr406r.pdf";"http://www.fao.org/documents/contents/4e2c16ef-505d-444a-9c43-ab4188b5b00b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"20"
"FAODOCREP:99bbd78d-21b4-4e8c-8916-5d64886bc7d2";"Informe acerca de las alianzas regionales sobre los suelos y directrices para estas alianzas";"
Meeting symbol/code: GSPPA: II/2014/8
Session: Sess. 22";"Giona Fumasoli (CPAM)
Land and Water Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"es";"land management";"";"Land Use, Management & Investment";"CUB;CHN";"Reports & Research";"http://www.fao.org/documents/card/en/c/99bbd78d-21b4-4e8c-8916-5d64886bc7d2";"http://www.fao.org/3/a-mk652s.pdf";"http://www.fao.org/documents/contents/205f298a-c4ad-41d3-8cd4-4c322bed90b4_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"10"
"FAODOCREP:6e5f00f7-a2f9-5b17-8dfe-220b8f821b21";"Lesser-known tropical wood species";"Freezaillah B.C. Yeom of Malaysia, drawing upon his experience as a forest-resources manager in Southeast Asia, evaluates available information and weighs both positive and negative aspects of the development of lesser-known species within the wider context of resource-management efforts. From the United States, James S. Bethel, with extensive practical forestry experience at both national and international levels, evaluates, from the standpoint of the user, the facts and the conclusions that he and other well-known experts in the field of forest-resource development have drawn from them. Both articles - not least because of the contrasting views expressed - provide thought-provoking insights and information for those concerned with the formulation and implementation of action programmes for lesser-known species.";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1984-12";"en";"forestry;natural resources management";"Forest Tenure";"";"150;FRA;142;GRC;USA;MYS;BGR;CHN;ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/6e5f00f7-a2f9-5b17-8dfe-220b8f821b21";"http://www.fao.org/3/a-q9270e.htm";"http://www.fao.org/documents/contents/6c0f5e66-8f8d-508c-805e-3cab040c8260_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:40aae18f-95e0-5757-8bfd-0df0c373f958";"Caractère multidisciplinaire de l'agriculture et des terroirs";"
Meeting symbol/code: ERC 00 6";"Regional Office for Europe";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"fr";"land use;agriculture";"";"Land Use, Management & Investment";"PRT;FRA";"Reports & Research";"http://www.fao.org/documents/card/en/c/40aae18f-95e0-5757-8bfd-0df0c373f958";"http://www.fao.org/3/a-x7073f.htm";"http://www.fao.org/documents/contents/92612508-f183-5a3d-a2cb-8a6475d79115_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:de5f0205-8484-50c3-ad57-8a05f7a450f0";"World agriculture towards 2030/2050: the 2012 revision";"This paper is a re-make of Chapters 1-3 of the Interim Report World Agriculture: towards 2030/2050 (FAO, 2006). In addition, this new paper includes a Chapter 4 on production factors (land, water, yields, fertilizers). Revised and more recent data have been used as basis for the new projections, as follows: (a) updated historical data from the Food Balance Sheets 1961-2007 as of June 2010; (b) undernourishment estimates from The State of Food Insecurity in the World 2010 (SOFI) and related new parameters (CVs, minimum daily energy requirements) are used in the projections; (c) new population data and projections from the UN World Population Prospects - Revision of 2008; (d) new GDP data and projections from the World Bank; (e) a new base year of 2005/2007 (the previous edition used the base year 1999/2001); (f) updated estimates of land resources from the new evaluation of the Global Agro-ecological Zones (GAEZ) study of FAO and IIASA. Estimates of land under forest and in protected areas from the GAEZ are taken into account and excluded from the estimates of land areas suitable for crop production into which agriculture could expand in the future; (g) updated estimates of existing irrigation, renewable water resources and potentials for irrigation expansion; and (h) changes in the text as required by the new historical data and projections.";"Nikos Alexandratos and Jelle Bruinsma
Economic and Social Development Department
Nikos Alexandratos and Jelle Bruinsma - FAO";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2012-12";"en";"agricultural land management;land use";"";"Land Use, Management & Investment";"DZA;AGO;EGY;USA;UKR;CHN;AUS;CAN;COG;KAZ;KOR;THA;MOZ;YEM;JPN;MDG;BRA;ARG;IND;RUS;SDN;MEX;SAU";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/de5f0205-8484-50c3-ad57-8a05f7a450f0";"http://www.fao.org/3/a-ap106e.pdf";"http://www.fao.org/documents/contents/9c5c4e4d-56c3-5944-88d0-eb3aaec23af4_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:0141371b-e45e-5324-b92d-0ce45632d2c2";"Amenagement de la lagune de Monastir: etude economique";"";"Amex
Ferlin, P.P.M.
Fisheries and Aquaculture Department
Fisheries and Aquaculture Management Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1982-12";"fr";"water management";"";"Land Use, Management & Investment";"";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/0141371b-e45e-5324-b92d-0ce45632d2c2";"http://www.fao.org/3/a-af022f.pdf";"http://www.fao.org/documents/contents/0c2a27c5-c640-55a3-bd1b-7b6a88acfc93_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"26"
"FAODOCREP:6d809149-a8e2-5165-ba8b-18e509d89861";"Técnicas de negociación y mediación para la ordenaciónde los recursos naturales";"Esta guía conceptual es el fruto de un largo proceso y no hubiera sido posible sin la contribución demuchas personas.La guía fué elaborada en el marco del Programa de Apoyo a los Medios de Subsistencia de la FAO(PAMS), y financiada por el Departamento para el Desarrollo Internacional del Reino Unido (DFID).La guía se basa en materiales de capacitación publicados anteriormente por el Servicio de Políticase Instituciones Forestales (FONP) de la FAO en materia de gestión comunitaria de conflictos sobrelos recursos forestales, los cuales fueron ensayados en el terreno en Ghana por parte del Programade Apoyo a los Medios de Subsistencia de la FAO.Las experiencias de los capacitadores, de loscapacitandos y de los coordinadores del programa fueron objeto de una revisión ulterior, tras casidos años de capacitación y de aplicación de los instrumentos y técnicas en el terreno.";"Forestry Economics and Policy Division
Antonia Engel, Benedikt Korf
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2006-12";"es";"natural resources management";"";"Land Use, Management & Investment";"FJI;BGD;GHA;PNG;CMR";"Reports & Research";"http://www.fao.org/documents/card/en/c/6d809149-a8e2-5165-ba8b-18e509d89861";"http://www.fao.org/3/a-a0032s.pdf";"http://www.fao.org/documents/contents/239d32ca-6733-5922-8d28-d16d88127bdb_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"262"
"FAODOCREP:310815a2-2224-5267-a894-544ef3f0a4f0";"Actes De L'atelier Sous-Regional Pour Les Des Iles De L'ocean Indien Sur La Collecte Et Analyse Des Donnees Forestieres, Andasibe, Madagascar, 15-18 Mars 2000";"Proceedings of the meeting including a summary of the resulting recommendations and the text of papers presented";"Forestry Economics and Policy Division
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"en;fr";"forestry;natural resources management;forestry policies";"Forest Tenure";"";"AGO;FRA;MUS;KEN;MLI;BDI;BFA;002;GHA;COG;DJI;MWI;NER;SYC;RWA;LSO;MDG;TGO;BWA;COM;GAB";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/310815a2-2224-5267-a894-544ef3f0a4f0";"http://www.fao.org/3/a-x6688b.pdf";"http://www.fao.org/documents/contents/8d5be32b-3aaf-52fd-b404-0461263087fa_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:6fe740ff-de68-465a-989e-2b122afb4999";"Provisional Timetable";"Meeting Name: Committee on Forestry
Meeting symbol/code: COFO/2014/Inf.1";"Paola Giondini (FOE)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-06";"en";"forestry;natural resources management";"Forest Tenure";"";"ITA";"Reports & Research";"http://www.fao.org/documents/card/en/c/6fe740ff-de68-465a-989e-2b122afb4999";"http://www.fao.org/3/a-mk696e.pdf";"http://www.fao.org/documents/contents/20711b9d-76b4-4f3e-89be-a9fa27ee146f_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"3"
"FAODOCREP:2daa1eb1-990a-4705-bab6-a987593beabb";"Sistemas de uso de la tierra en los tropicos humedos y la emision y secuestro de CO2";"";"Chalk";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"es";"land use";"";"Land Use, Management & Investment";"NGA;USA;DEU;CHN;IDN;AUS;BOL;CAN;VEN;GUY;COL;KEN;SYR;ECU;ARG;IND;MEX;BRA;SUR";"Reports & Research";"http://www.fao.org/documents/card/en/c/2daa1eb1-990a-4705-bab6-a987593beabb";"http://www.fao.org/3/a-x4590s.pdf";"http://www.fao.org/documents/contents/fcf0788e-390a-46e2-8078-a677f3a1fb0e_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"113"
"FAODOCREP:b94f5745-0dc1-5a1e-985c-37f1e97d45e8";"National Forestry Action Programme -  St Vincent &amp; the Grenadines: Executive Summary";"";"Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1993-12";"en";"land use";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/b94f5745-0dc1-5a1e-985c-37f1e97d45e8";"http://www.fao.org/3/a-x5655e.htm";"http://www.fao.org/documents/contents/9bda0051-670a-5374-bf1e-7d9e9f03be7a_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:9f7bdd16-8b05-5f00-8693-24b9ca9edb8c";"Paraguay: Financial and Economic Implications of No-tillage and Crop Rotations Compared to Conventional Cropping Systems";"The introduction of soybeans to the southern and eastern parts of Paraguay in the early 1970s, followed by wheat in the mid-1970s, using conventional mechanised soil preparation practices with disc ploughs and harrows, initiated a process of widespread soil degradation and erosion. The technique of no-tillage was first used in Paraguay in the late 1970s. Following a slow start, its adoption by Paraguayan farmers gathered momentum increasing from 20,000 ha in 1991/92 to an impressive 250,000 ha in 1995/96, accounting for about 19% of the land cultivated mechanically. In 1993, the Ministerio de Agricultura y Ganadeira (MAG) and the Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ) started a project aimed at adapting and further disseminating no-tillage in combination with rotations of both cash and green manure crops in the major grain producing departments of Paraguay. Since very little was known about the economics of these technologies in Paraguay, MAG in association with GTZ, initiated a detailed study which was guided by the FAO Investment Centre. In this paper, the findings of the study are summarised and discussed.";"Technical Cooperation Department
Investment Centre Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1997-12";"en";"sustainable land management;farming systems;land management;environment";"Land, Climate change & Environment";"Land Use, Management & Investment";"019;PRY;USA;BRA";"Reports & Research";"http://www.fao.org/documents/card/en/c/9f7bdd16-8b05-5f00-8693-24b9ca9edb8c";"http://www.fao.org/3/a-ae368e.htm";"http://www.fao.org/documents/contents/4375b636-d8fa-53eb-b844-c750ae576544_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"13"
