ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:23c4a5cb-b3c7-4800-a075-3274299a4403";"Country Programming Framework for Zimbabwe 2016-2020";"The publication contains the 2016-2020 Country Programming Framework which maps out priority areas to guide the Food and Agriculture Organization of the United Nations’ collaborative efforts and support to the Government of Zimbabwe in the areas of food and nutrition, agriculture, natural resources management and rural development.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"natural resources management;agriculture;rural development";"";"Land Use, Management & Investment";"002;ZWE";"Reports & Research";"http://www.fao.org/documents/card/en/c/23c4a5cb-b3c7-4800-a075-3274299a4403";"http://www.fao.org/3/a-i6577e.pdf";"http://www.fao.org/documents/contents/cbdef5b6-e35e-41a9-9866-f7ae58b28ef2_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"36"
"FAODOCREP:f166ea13-19b6-47b7-a248-8349c243b481";"Consentimiento libre, previo e informado: un derecho de los Pueblos Indígenas y una buena práctica para las comunidades locales";"El manual es una herramienta dirigida a los responsables de proyectos y programas y contiene un procedimiento en seis pasos para facilitar el proceso de CLPI, al tiempo que muestra sus beneficios y provee el marco regulatorio que debe ser usado cuando se integren los derechos de los pueblos indígenas en las políticas y normas de las organizaciones.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-11";"es";"customary law;customary tenure;natural resources management;land governance;land tenure;land rights;indigenous peoples;land tenure systems;indigenous tenure";"Indigenous & Community Land Rights";"Land Use, Management & Investment;Access to Land & Tenure Security";"BGD;AUS;GTM;ECU;BOL;IND;CRI;MNG";"Reports & Research";"http://www.fao.org/documents/card/en/c/f166ea13-19b6-47b7-a248-8349c243b481";"http://www.fao.org/3/a-i6190s.pdf";"http://www.fao.org/documents/contents/99317c36-cf40-44c3-a6fc-6734b917498b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"52"
"FAODOCREP:ada4f335-1f7a-5720-ae8d-27dfbc9861cd";"Evaluación de los recursos forestales";"EL presente nmero de Unasylva se centra en la evaluacin de los recursos forestales a nivel mundial llevada a cabo recientemente por la FAO, en la que 1990 ha sido utilizado como ao de referencia (una evaluacin similar se realiz hace un decenio).";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1993-12";"es";"forestry;natural resources management";"Forest Tenure";"";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/ada4f335-1f7a-5720-ae8d-27dfbc9861cd";"http://www.fao.org/3/a-v0290s.htm";"http://www.fao.org/documents/contents/a0ed56ec-e8f8-59b8-9fe7-037c1b65612c_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:0867cde6-2851-4b3e-856c-752756c003c6";"Long Term Impact of Illegal Hunting and Trade of Wildlife Products on Conservation Efforts in Africa ";"Meeting Name: African Forestry and Wildlife Commission
Meeting symbol/code: FO:AFWC/2016/9.2
Session: Sess. 20";"Forestry Department
Soalandy Rakotondramanga";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"TZA;KEN;UGA;THA;002";"Reports & Research";"http://www.fao.org/documents/card/en/c/0867cde6-2851-4b3e-856c-752756c003c6";"http://www.fao.org/3/a-mp571e.pdf";"http://www.fao.org/documents/contents/bc8881a6-ab88-47cc-8369-2e602166dfc9_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:3f0ddfda-2cf8-586a-a1f5-63b8220bb3eb";"Lao People's Democractic Republic Forestry Outlook Study";"The outlook paper for Lao PDR reviews the state of the forestry sector and draws attention to the need for political commitment to the forestry strategy 2020 to bring the forests in the country under sustainable management and provide a firm basis for rural development. Without significant policy support, forest and forestry in Lao PDR will continue to be overwhelmingly influenced by the regional resource economy during the next decade.";"Lao People's Democractic Republic Forestry Outlook Study 
Regional Office for Asia and the Pacific
Visarutwongse
Forestry Group";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2009-12";"en";"natural resources management;rural development";"";"Land Use, Management & Investment";"142;PER;IDN;MEX;CHN;COG;GIN;COL;THA;LAO;PHL;SGP;MYS;JPN;MMR;CMR;BRN;KHM;IND;VNM;BRA";"Reports & Research";"http://www.fao.org/documents/card/en/c/3f0ddfda-2cf8-586a-a1f5-63b8220bb3eb";"http://www.fao.org/3/a-am612e.pdf";"http://www.fao.org/documents/contents/481ec468-3ded-5991-b73a-ca07fe18bd4d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"62"
"FAODOCREP:aaed3726-c9f3-50dc-bb94-ec49d6638471";"Informe sobre el 15º período de sesiones del Comité de Montes";"
Meeting symbol/code: COFO 2001 REP";"Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2001-12";"es";"forestry;natural resources management;forestry policies";"Forest Tenure";"";"ZMB;IDN;MLT;GTM;COG";"Reports & Research";"http://www.fao.org/documents/card/en/c/aaed3726-c9f3-50dc-bb94-ec49d6638471";"http://www.fao.org/3/a-y0703s.HTM";"http://www.fao.org/documents/contents/0a69bf9e-62a6-5911-b229-8c05a85f81ca_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:a90801d5-16b9-4beb-a767-53798221ad1d";"Roles of Agriculture Project Project Brief Number 2, March 2007";"This Project Brief provides key findings, lessons and policy implications drawn from the research programme entitled ‘Socio-Economic Analysis and Policy Implications of the Roles of Agriculture in Developing Countries’ (ROA Project) implemented by the Food and Agriculture Organization of the United Nations from 2000 to 2006.";"Sakuyama, T.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2006-12";"en";"natural resources management;water management";"";"Land Use, Management & Investment";"EGY;142;MLI;CHL;CHN;IDN;GHA;ETH;PAN;KEN;MAR;PHL;ZAF;UGA;JPN;ITA;IND;BTN;PRY;MEX";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/a90801d5-16b9-4beb-a767-53798221ad1d";"http://www.fao.org/3/a-bs522e.pdf";"http://www.fao.org/documents/contents/6fc4317b-d6fc-4ca6-9fef-60bdcd006379_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"8"
"FAODOCREP:2782fe60-8f9d-513e-a57c-b4076ced0ee8";"Nature &amp; Faune Vol. 25, Issue 2";"This issue examines the ¿Economic and social significance of forests for Africa¿s sustainable development¿. It addresses efforts of African nations to sustainably manage their forests. Authors share cases and experiences highlighting attempts made by forest and natural resource managers to develop innovative partnerships with new stakeholders outside the traditional forest sector. The present edition of Nature &amp; Faune points out where to obtain information on the contribution of wildlife to national economies.      The regular feature Country Focus shines the spotlight on Lesotho. The special article features the socioeconomic value of forests in Rwanda where wood for fuel and other uses are harvested from planted forests, while natural forests are protected. On the menu are eleven other articles presenting diverse and rich views of the theme from Zambia, Gabon, South Africa, Nigeria, Cameroon and Ghana, as well as subregional perspectives from West and Central Africa. These articles and features are set within the context of International Year of the Forests 2011.    Keywords: Non-wood forest products, entrepreneurship, forest-lands, socioeconomic contribution of forests, wildlife, renewable natural resources management in Africa";"Regional Office for Africa";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2011-12";"en";"natural resources management";"";"Land Use, Management & Investment";"FRA;NGA;KEN;ZMB;ISR;IDN;002;AUS;IRL;GHA;COG;SEN;MWI;NER;CMR;RWA;ZAF;LSO;HUN;ITA;GBR;GAB";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/2782fe60-8f9d-513e-a57c-b4076ced0ee8";"http://www.fao.org/3/a-am723e.pdf";"http://www.fao.org/documents/contents/087d0fa3-fac1-563f-be18-ea1041c97245_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"96"
"FAODOCREP:b5e728df-0f1f-4771-9c0c-f0c0c60d5ec8";"Follow-up to the Global Plan of Action for the Conservation, Sustainable Use and Development of Forest Genetic Resources";"";"Forte Giuseppe";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-06";"en";"forestry;natural resources management";"Forest Tenure";"";"";"Other";"http://www.fao.org/documents/card/en/c/b5e728df-0f1f-4771-9c0c-f0c0c60d5ec8";"http://www.fao.org/3/a-mk764e.pdf";"http://www.fao.org/documents/contents/8af3d7f2-b51f-46eb-9e5a-6ace38dd726c_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:0147a1a6-17d3-4521-9d72-2b595f9f95f0";"Eight Meeting on the East and Southern African Sub-Committee for Soil Correlation and Land Evaluation";"";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1990-12";"en";"land use mapping";"";"Land Use, Management & Investment";"AGO;KEN;ZMB;ZWE;GHA;MWI;ETH;MOZ;YEM;LSO;MDG;ITA;TZA;BWA;NLD;SDN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/0147a1a6-17d3-4521-9d72-2b595f9f95f0";"http://www.fao.org/3/a-t0370e.pdf";"http://www.fao.org/documents/contents/be5d080b-0867-4e2a-8c2a-ceffb4f9006c_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"119"
"FAODOCREP:796943c1-3e6a-40e9-abed-5db53ed130cb";"Состояние лесных генетических ресурсов в мире";"";"FAO, Rome (Italy). Forestry Dept";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"ru";"forestry;natural resources management";"Forest Tenure";"";"";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/796943c1-3e6a-40e9-abed-5db53ed130cb";"http://www.fao.org/3/a-i3827r.pdf";"http://www.fao.org/documents/contents/b8f851f0-9652-44c2-aa73-c0ce20609523_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"16"
"FAODOCREP:9f405ae0-c044-42f9-b679-bbe723adff7b";"Information Note";"Meeting Name: African Forestry and Wildlife Commission
Meeting symbol/code: FO:AFWC/2016/Inf.1
Session: Sess. 20";"Forestry Department
Soalandy Rakotondramanga";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"KEN;LBY;UGA;MLI;SOM;TZA;002;SSD;ETH;CMR";"Reports & Research";"http://www.fao.org/documents/card/en/c/9f405ae0-c044-42f9-b679-bbe723adff7b";"http://www.fao.org/3/a-mp572e.pdf";"http://www.fao.org/documents/contents/6ab1def2-6112-42b0-8a5c-edd1a644b848_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"9"
"FAODOCREP:383773f9-6305-4f86-a38a-7d1423cd9c8c";"جدول الأعمال المؤقت";"
Meeting symbol/code: CGRFA-15/15/1
Session: Sess.15";"Forte Giuseppe";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-09";"ar";"natural resources management";"";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/383773f9-6305-4f86-a38a-7d1423cd9c8c";"http://www.fao.org/3/a-ml251a.pdf";"http://www.fao.org/documents/contents/aefe640f-4375-4799-ab8b-1f03f2dd7321_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"3"
"FAODOCREP:102ce679-1b70-47ea-84c3-3f4749f1b40b";"Carte des Systèmes d’Utilisation du Sol (LUS) du Burundi. Rapport";"Le projet Kagera TAMP est financé par le Fonds pour l’environnement mondial (FEM), en partenariat avec les gouvernements, les programmes partenaires et les donateurs, au niveau des pays et de la région. L’ensemble du projet a été révisé et intégré dans le programme de travail du FEM, avec un financement approuvé de 7 millions de $EU, dans le cadre du Programme stratégique d’investissement pour la gestion durable des terres en Afrique Subsaharienne. L’objectif général du projet est d’adopter une approche écosystémique intégrée pour la gestion des ressources en terres du bassin de la Kagera afin de générer des avantages locaux, nationaux et mondiaux comprenant : la remise en état des terres dégradées, la fixation du carbone et l’atténuation et adaptation du changement climatique, la conservation et l’utilisation durable de l’agrobiodiversité, la production agricole améliorée et, par conséquent, la protection des eaux internationales, une meilleure sécurité alimentaire ainsi qu’une amélioration des moyens d’existence ruraux.";"Petri, Monica (NRL)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"fr";"sustainable land management;land management";"Land, Climate change & Environment";"Land Use, Management & Investment";"002;BDI;CUB";"Reports & Research";"http://www.fao.org/documents/card/en/c/102ce679-1b70-47ea-84c3-3f4749f1b40b";"http://www.fao.org/3/a-au267f.pdf";"http://www.fao.org/documents/contents/b195ad7c-a9b6-47e2-b31c-04c31d6ee564_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"32"
"FAODOCREP:f420b43b-87bc-46f0-8d9f-b8c09ec7d6e9";"Bamboo Housing: TREEHOUSING International Wood Design Competition poster";"Bamboo Housing regenerates deforested areas by creating self-suf- cient housing communities that cultivate their own raw materials.&lt;/p&gt; This poster is one of a selection of entries from the TREEHOUSING International Wood Design Competition that was run by FAO and DBR | Design Build Research School on the occasion of the XIV World Forestry Congress in Durban, South Africa, in September 2015.The competition challenged architecture students, professional architects and designers to develop innovative and sustainable wood housing and urban building solutions.";"Granja, M.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"housing rights";"";"Access to Land & Tenure Security";"019;ECU";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/f420b43b-87bc-46f0-8d9f-b8c09ec7d6e9";"http://www.fao.org/3/a-c0169e.pdf";"http://www.fao.org/documents/contents/591e0694-cb25-4795-9477-585947e3bff6_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"FAODOCREP:dc24d9e0-60d1-4d32-a4a0-2c7ea3e7fa1d";"State of the World's Forests 2016: Forests and Agriculture - Land use challenges and opportunities  ";"Meeting Name: FAO Committee on Forestry
Meeting symbol/code: COFO/2016/4  
Session: Sess. 23";"Paola Giondini (FOE)
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"forestry;sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"ZAF";"Reports & Research";"http://www.fao.org/documents/card/en/c/dc24d9e0-60d1-4d32-a4a0-2c7ea3e7fa1d";"http://www.fao.org/3/a-mq442e.pdf";"http://www.fao.org/documents/contents/b82aab5c-ddf6-404b-bbbe-5c4d8965d1f7_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:2fba0fdc-1abd-57d7-b4e0-33f3626f8021";"Améliorer la parité homees-femmes en matière d'accès à la terre";"FAO Notes sur les régimes fonciers 2";"Maurelli
Deputy Directory-General Natural Resources 
Nichols, S.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2006-12";"fr";"property rights;land governance;land tenure;land access;private ownership;land ownership";"";"Land Policy & Legislation;Access to Land & Tenure Security";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/2fba0fdc-1abd-57d7-b4e0-33f3626f8021";"http://www.fao.org/3/a-a0664f.pdf";"http://www.fao.org/documents/contents/101f21ab-fa1c-5d42-9997-265cb8257aa9_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"31"
"FAODOCREP:3b58c694-1fbc-4d56-9477-a59a5a17bc8b";"التعاون مع الصكوك والمنظمات الدولية  ";"Meeting Name: Commission on Genetic Resources for Food and Agriculture (CGRFA)
Meeting symbol/code: CGRFA-16/17/24 Rev. 1
Session: Sess.16";"Forte Giuseppe
 Natural Resources and Environment Dept.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"ar";"natural resources management";"";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/3b58c694-1fbc-4d56-9477-a59a5a17bc8b";"http://www.fao.org/3/a-mr790a.pdf";"http://www.fao.org/documents/contents/0a2e20d5-1da0-403f-9cd3-21c02dbc7c5a_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:b5bfbc29-ed17-4671-86c0-67d331ad454b";"Branching Durban: TREEHOUSING International Wood Design Competition poster";"The Branching Durban project encourages an intimate relationship between residents and nature, by relying on nature’s intelligence and questioning commonly held notions of enclosed space.&lt;/p&gt; This poster is one of a selection of entries from the TREEHOUSING International Wood Design Competition that was run by FAO and DBR | Design Build Research School on the occasion of the XIV World Forestry Congress in Durban, South Africa, in September 2015.The competition challenged architecture students, professional architects and designers to develop innovative and sustainable wood housing and urban building solutions.";"Veilla Nuñez ,C. L.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"housing rights";"";"Access to Land & Tenure Security";"ZAF;002";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/b5bfbc29-ed17-4671-86c0-67d331ad454b";"http://www.fao.org/3/a-c0143e.pdf";"http://www.fao.org/documents/contents/23ce527f-2cc5-49b6-865b-eaf872233359_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"FAODOCREP:1dd45ee6-0e5a-467c-a6e0-14d446443cfc";"Understanding forest tenure in South and Southeast Asia";"Does forest tenure matter? In what way does it matter? What are the links among tenure, sustainable forest management (SFM) and poverty alleviation (PA)? This paper presents the main findings of research that was conducted by FAO and partners from the Asia Forest Partnership with the aim of analysing and understanding the role of tenure arrangements, their enabling impacts and their limitations. The paper presents a summary of different tenure instruments’ performance in supporting SFM and PA, and provides recommendations for more effective forest tenure systems.";"Forestry Economics and Policy Division
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2008-12";"en";"customary tenure;sustainable land management;land governance;forestry policies;land tenure;indigenous peoples;forest land;forest conservation;land tenure systems;indigenous tenure";"Land, Climate change & Environment;Forest Tenure;Indigenous & Community Land Rights";"Land Use, Management & Investment;Access to Land & Tenure Security";"USA;035;CHN;LKA;IDN;GBR;PAK;THA;NZL;NPL;KOR;PHL;MYS;JPN;034;MMR;BRN;NLD;IND;BTN;KHM";"Reports & Research";"http://www.fao.org/documents/card/en/c/1dd45ee6-0e5a-467c-a6e0-14d446443cfc";"http://www.fao.org/3/a-j8167e.pdf";"http://www.fao.org/documents/contents/f99a8d64-83e6-459a-af7f-f6423a0b081f_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"453"
"FAODOCREP:1e711dbb-10a7-4bbf-b446-771f4194b333";"Progress in Development of the Toolbox for Sustainable Use of PGRFA ";"Meeting Name: International Treaty on Plant Genetic Resources for Food and Agriculture.  Ad Hoc Technical Committee on Sustainable Use of Plant Genetic Resources for Food and Agriculture
Meeting symbol/code: IT/ACSU-3/16/Inf.2 
Session: Sess. 3";"Nnadozie, Kent (AGPD)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"natural resources management";"";"Land Use, Management & Investment";"AUT;ITA";"Reports & Research";"http://www.fao.org/documents/card/en/c/1e711dbb-10a7-4bbf-b446-771f4194b333";"http://www.fao.org/3/a-bq545e.pdf";"http://www.fao.org/documents/contents/d1254fd5-bceb-419e-964e-b698b1b68159_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
